Date,Year,Month_No,Month_Name,Category,Product,Quantity_Kg,Sales_Value
2021-01-01,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,1.5,567.0
2021-01-02,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,1.2,489.6
2021-01-02,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,3.0,1134.0
2021-01-04,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,2.0,756.0
2021-01-05,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,1.5,567.0
2021-01-07,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,1.0,407.99
2021-01-07,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,1.0,378.0
2021-01-08,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,18.0,6804.0
2021-01-08,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,7.2,2937.6
2021-01-09,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,3.0,1134.0
2021-01-12,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,0.6,244.8
2021-01-12,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,3.5,1323.0
2021-01-13,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,1.2,489.61
2021-01-14,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,3.0,1134.0
2021-01-15,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,3.0,1134.0
2021-01-15,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,4.0,1632.01
2021-01-16,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,1.2,489.61
2021-01-17,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,3.0,1134.0
2021-01-17,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,1.2,489.61
2021-01-18,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,0.8,326.4
2021-01-18,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,1.0,378.0
2021-01-19,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,0.4,163.21
2021-01-19,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,1.0,378.0
2021-01-21,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,2.5,945.0
2021-01-22,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 20 G,3.84,1651.24
2021-01-22,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,2.5,945.0
2021-01-22,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,0.8,326.4
2021-01-23,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 20 G,5.28,2270.45
2021-01-24,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,1.0,407.99
2021-01-24,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 20 G,0.48,206.41
2021-01-25,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,6.4,2611.22
2021-01-25,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,10.0,3780.0
2021-01-25,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 20 G,3.12,1341.63
2021-01-26,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,1.5,567.0
2021-01-26,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,0.6,244.8
2021-01-26,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 20 G,10.32,4437.64
2021-01-28,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 20 G,0.24,103.21
2021-01-28,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,2.0,816.0
2021-01-29,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 200 G,7.2,2937.59
2021-01-29,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 500 G,8.0,3024.0
2021-01-29,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 20 G,3.84,1651.24
2021-01-30,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 20 G,1.92,825.61
2021-01-31,2021,1,Jan,Milk Powder,Day To Day Dairy Whitener - 20 G,0.72,309.6
2021-02-01,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,1.44,619.22
2021-02-02,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,3.12,1341.64
2021-02-02,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,6.5,2457.0
2021-02-02,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 200 G,2.6,1060.78
2021-02-03,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 200 G,1.2,489.61
2021-02-03,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,1.2,520.8
2021-02-04,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,2.5,945.0
2021-02-04,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,3.6,1548.03
2021-02-05,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 200 G,2.4,979.19
2021-02-05,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,9.0,3402.0
2021-02-06,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 200 G,0.2,81.59
2021-02-06,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,1.92,825.63
2021-02-06,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,2.5,945.0
2021-02-07,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,1.2,516.01
2021-02-08,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,3.0,1134.0
2021-02-09,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 200 G,0.8,326.4
2021-02-09,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,3.0,1134.0
2021-02-09,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,2.64,1135.23
2021-02-10,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,12.0,4536.0
2021-02-10,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,2.64,1135.23
2021-02-11,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 200 G,0.6,244.8
2021-02-11,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,7.5,2835.0
2021-02-11,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,9.6,4128.06
2021-02-12,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 200 G,1.0,407.99
2021-02-12,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,4.0,1512.0
2021-02-12,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,3.84,1660.81
2021-02-13,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,2.4,1032.02
2021-02-13,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,3.0,1134.0
2021-02-14,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,0.72,309.62
2021-02-16,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,2.4,1032.02
2021-02-16,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 200 G,1.4,571.2
2021-02-16,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,4.0,1512.0
2021-02-17,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 200 G,2.0,815.98
2021-02-17,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,0.48,211.21
2021-02-18,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,0.24,103.21
2021-02-20,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,1.2,516.01
2021-02-22,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,0.96,412.8
2021-02-22,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,26.0,9828.0
2021-02-22,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 200 G,60.4,24643.24
2021-02-24,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,0.24,103.21
2021-02-24,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 200 G,0.8,326.4
2021-02-24,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,3.0,1134.0
2021-02-25,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 200 G,1.6,652.79
2021-02-25,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,1.5,567.0
2021-02-26,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,12.5,5375.06
2021-02-27,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 500 G,1.0,378.0
2021-02-27,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 200 G,1.0,407.99
2021-02-27,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,1.2,516.01
2021-02-28,2021,2,Feb,Milk Powder,Day To Day Dairy Whitener - 20 G,2.4,1032.02
2021-03-01,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,90.0,34020.0
2021-03-02,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,0.96,412.81
2021-03-03,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,2.4,1032.02
2021-03-04,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,1.2,516.01
2021-03-05,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,27.2,11121.01
2021-03-05,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,27.0,10206.0
2021-03-05,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,6.72,2889.66
2021-03-06,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,0.72,309.6
2021-03-08,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,0.2,81.59
2021-03-08,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,0.5,189.0
2021-03-09,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,1.8,734.41
2021-03-10,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,2.5,945.0
2021-03-10,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,1.2,516.01
2021-03-11,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,1.2,489.61
2021-03-11,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,3.0,1134.0
2021-03-12,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,1.2,516.01
2021-03-12,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,0.5,189.0
2021-03-13,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,1.44,619.22
2021-03-13,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,0.2,85.51
2021-03-15,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,3.0,1134.0
2021-03-15,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,2.0,816.0
2021-03-15,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,0.48,206.41
2021-03-16,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,1.5,567.0
2021-03-16,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,0.24,103.21
2021-03-16,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,0.6,244.8
2021-03-17,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,0.8,326.39
2021-03-17,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,2.16,928.81
2021-03-18,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,1.0,378.0
2021-03-18,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,0.72,309.6
2021-03-19,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,0.6,256.51
2021-03-19,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,4.5,1727.99
2021-03-20,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,0.2,81.59
2021-03-20,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,1.0,378.0
2021-03-20,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,1.2,516.01
2021-03-22,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,2.4,1032.02
2021-03-23,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,3.36,1444.84
2021-03-24,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,2.64,1140.02
2021-03-26,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,4.0,1512.0
2021-03-26,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,3.0,1243.5
2021-03-27,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,0.8,326.42
2021-03-27,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,0.5,189.0
2021-03-28,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,4.0,1512.0
2021-03-28,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,0.46,197.8
2021-03-29,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,1.6,652.8
2021-03-29,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,3.0,1134.0
2021-03-29,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,0.72,309.62
2021-03-30,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 200 G,46.6,19012.81
2021-03-30,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 500 G,48.5,18333.0
2021-03-30,2021,3,Mar,Milk Powder,Day To Day Dairy Whitener - 20 G,1.44,619.22
2021-04-01,2021,4,Apr,Ghee,Ghee 200ml Pet,139.5,85128.84
2021-04-01,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,6.3,3741.7
2021-04-01,2021,4,Apr,Ghee,Ghee 2 Ltr Tin,14.4,8117.61
2021-04-01,2021,4,Apr,Ghee,Ghee 500ml Pet,248.4,146019.15
2021-04-01,2021,4,Apr,Ghee,Ghee 5ltr Jar,49.5,27043.5
2021-04-01,2021,4,Apr,Butter,Desi Cooking Butter 100gm(Tub),1.2,566.0
2021-04-01,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,32.4,18323.99
2021-04-01,2021,4,Apr,Ghee,Ghee 15kg Tin,330.0,180295.82
2021-04-01,2021,4,Apr,Palada,Palada Mix 200gm,38.4,10279.65
2021-04-01,2021,4,Apr,Ghee,Ghee 100ml Botls,69.75,44091.1
2021-04-01,2021,4,Apr,UHT Milk,Uht Milk 500ml,60.0,3216.0
2021-04-02,2021,4,Apr,Butter,Desi Cooking Butter 200g(Tub),8.0,3683.61
2021-04-02,2021,4,Apr,Butter,Desi Cooking Butter 500gm(Carton),2.5,1184.29
2021-04-02,2021,4,Apr,Ghee,Ghee 200ml Pet,249.3,152066.27
2021-04-02,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,47.7,27200.63
2021-04-02,2021,4,Apr,Ghee,Ghee 5ltr Jar,4.5,2577.91
2021-04-02,2021,4,Apr,Butter,Desi Cooking Butter 100gm(Tub),6.0,2821.73
2021-04-02,2021,4,Apr,Ghee,Ghee 500ml Pet,463.5,272193.38
2021-04-02,2021,4,Apr,UHT Milk,Uht Milk 500ml,96.0,5174.4
2021-04-02,2021,4,Apr,Ghee,Ghee 100ml Botls,85.5,54275.26
2021-04-02,2021,4,Apr,Palada,Palada Mix 200gm,336.0,89456.75
2021-04-02,2021,4,Apr,Ghee,Biriyani Ghee 5 Ltr Jar,18.0,9855.97
2021-04-02,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,70.2,39811.76
2021-04-03,2021,4,Apr,Ghee,Ghee 2 Ltr Tin,59.4,33130.12
2021-04-03,2021,4,Apr,Butter,Desi Cooking Butter 500gm(Carton),4.0,1845.36
2021-04-03,2021,4,Apr,Ghee,Ghee 100ml Botls,43.29,27720.43
2021-04-03,2021,4,Apr,Ghee,Ghee 200ml Pet,189.54,115933.12
2021-04-03,2021,4,Apr,Ghee,Ghee 500ml Pet,447.3,262354.81
2021-04-03,2021,4,Apr,Butter,Desi Cooking Butter 200g(Tub),10.4,4715.41
2021-04-03,2021,4,Apr,Ghee,Ghee 5ltr Jar,4.5,2480.46
2021-04-03,2021,4,Apr,Butter,Desi Cooking Butter 100gm(Tub),4.2,1994.57
2021-04-03,2021,4,Apr,UHT Milk,Uht Milk Double Toned 450 Ml,129.6,6278.43
2021-04-03,2021,4,Apr,Palada,Palada Mix 200gm,114.0,30455.12
2021-04-03,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,17.1,9774.85
2021-04-03,2021,4,Apr,Ghee,Biriyani Ghee 1 Ltr Pet,0.9,511.01
2021-04-03,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,61.2,34683.68
2021-04-03,2021,4,Apr,Ghee,Biriyani Ghee 5 Ltr Jar,13.5,7375.51
2021-04-03,2021,4,Apr,Palada,Palada Pradhaman 200g,12.0,2250.0
2021-04-04,2021,4,Apr,Ghee,Ghee 100ml Botls,99.0,62534.84
2021-04-04,2021,4,Apr,Butter,Desi Cooking Butter 100gm(Tub),2.0,943.35
2021-04-04,2021,4,Apr,Butter,Desi Cooking Butter 500gm(Carton),10.0,4630.84
2021-04-04,2021,4,Apr,Palada,Palada Mix 200gm,40.0,10738.25
2021-04-04,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 500 G,2.5,945.0
2021-04-04,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,56.7,32132.01
2021-04-04,2021,4,Apr,Ghee,Ghee 2 Ltr Tin,12.6,7021.7
2021-04-04,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,13.5,7665.01
2021-04-04,2021,4,Apr,Ghee,Ghee 50ml Pet,68.25,45930.15
2021-04-04,2021,4,Apr,Ghee,Ghee 200ml Pet,120.24,73591.04
2021-04-04,2021,4,Apr,Ghee,Ghee 500ml Pet,324.9,190728.93
2021-04-05,2021,4,Apr,Ghee,Ghee 500ml Pet,433.35,254033.76
2021-04-05,2021,4,Apr,Butter,Desi Cooking Butter 200g(Tub),11.0,4988.45
2021-04-05,2021,4,Apr,Butter,Desi Cooking Butter 100gm(Tub),12.1,5675.41
2021-04-05,2021,4,Apr,Butter,Desi Cooking Butter 500gm(Carton),4.5,2110.0
2021-04-05,2021,4,Apr,Ghee,Ghee 200ml Pet,190.98,116864.24
2021-04-05,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 20 G,6.0,2580.05
2021-04-05,2021,4,Apr,UHT Milk,Uht Milk Double Toned 450 Ml,32.4,1569.62
2021-04-05,2021,4,Apr,UHT Milk,Uht Milk 500ml,12.0,643.19
2021-04-05,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 500 G,38.0,14364.0
2021-04-05,2021,4,Apr,Palada,Palada Pradhaman 200g,8.0,1500.0
2021-04-05,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 200 G,2.6,1060.8
2021-04-05,2021,4,Apr,Ghee,Ghee 100ml Botls,87.66,55850.7
2021-04-05,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,182.7,103479.98
2021-04-05,2021,4,Apr,Ghee,Ghee 15kg Tin,255.0,139630.12
2021-04-05,2021,4,Apr,Ghee,Ghee 5ltr Jar,4.5,2577.91
2021-04-05,2021,4,Apr,Palada,Palada Mix 200gm,264.2,70440.13
2021-04-05,2021,4,Apr,UHT Milk,D'Lite Milk 180 Ml,18.0,1250.0
2021-04-06,2021,4,Apr,Butter,Desi Cooking Butter 500gm(Carton),3.5,1613.41
2021-04-06,2021,4,Apr,Butter,Desi Cooking Butter 100gm(Tub),7.6,3570.26
2021-04-06,2021,4,Apr,Butter,Desi Cooking Butter 200g(Tub),1.6,720.86
2021-04-06,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,2.7,1596.74
2021-04-06,2021,4,Apr,Palada,Palada Pradhaman 200g,38.2,7174.23
2021-04-06,2021,4,Apr,UHT Milk,Uht Milk 500ml,84.0,4502.35
2021-04-06,2021,4,Apr,UHT Milk,Uht Milk Double Toned 450 Ml,54.0,2616.04
2021-04-06,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 20 G,1.68,722.4
2021-04-06,2021,4,Apr,Ghee,Ghee 200ml Pet,87.3,53891.06
2021-04-06,2021,4,Apr,Palada,Palada Mix 200gm,78.0,20777.12
2021-04-06,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,2.7,1603.58
2021-04-06,2021,4,Apr,Ghee,Ghee 100ml Botls,49.23,31453.82
2021-04-06,2021,4,Apr,UHT Milk,D'Lite Milk 180 Ml,45.0,3125.0
2021-04-06,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 200 G,1.6,664.5
2021-04-06,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 500 G,3.5,1368.0
2021-04-06,2021,4,Apr,Ghee,Ghee 500ml Pet,198.9,117325.72
2021-04-07,2021,4,Apr,Palada,Palada Mix 200gm,226.0,60324.84
2021-04-07,2021,4,Apr,Butter,Desi Cooking Butter 500gm(Carton),5.5,2533.02
2021-04-07,2021,4,Apr,Butter,Desi Cooking Butter 100gm(Tub),1.1,532.47
2021-04-07,2021,4,Apr,Ghee,Ghee 2 Ltr Tin,91.8,51297.28
2021-04-07,2021,4,Apr,Ghee,Ghee 100ml Botls,190.35,119997.36
2021-04-07,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 20 G,2.88,1238.43
2021-04-07,2021,4,Apr,Ghee,Ghee 200ml Pet,262.44,159940.74
2021-04-07,2021,4,Apr,UHT Milk,D'Lite Milk 180 Ml,9.0,625.0
2021-04-07,2021,4,Apr,UHT Milk,Uht Milk Double Toned 450 Ml,10.8,523.21
2021-04-07,2021,4,Apr,UHT Milk,Uht Milk 500ml,36.0,1929.59
2021-04-07,2021,4,Apr,Palada,Palada Pradhaman 200g,15.0,2822.55
2021-04-07,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 500 G,4.0,1512.0
2021-04-07,2021,4,Apr,Ghee,Biriyani Ghee 5 Ltr Jar,13.5,7375.51
2021-04-07,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,103.5,58939.56
2021-04-07,2021,4,Apr,Ghee,Ghee 15kg Tin,165.0,90458.53
2021-04-07,2021,4,Apr,Ghee,Ghee 500ml Pet,440.1,258316.3
2021-04-08,2021,4,Apr,Butter,Desi Cooking Butter 100gm(Tub),6.3,2952.39
2021-04-08,2021,4,Apr,Butter,Desi Cooking Butter 200g(Tub),7.6,3441.87
2021-04-08,2021,4,Apr,Butter,Desi Cooking Butter 500gm(Carton),3.5,1613.42
2021-04-08,2021,4,Apr,UHT Milk,D'Lite Milk 180 Ml,18.0,1250.0
2021-04-08,2021,4,Apr,UHT Milk,Uht Milk Double Toned 450 Ml,32.4,1569.62
2021-04-08,2021,4,Apr,Palada,Palada Pradhaman 200g,14.0,2635.04
2021-04-08,2021,4,Apr,Palada,Palada Mix 200gm,218.0,58581.27
2021-04-08,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,27.9,15840.95
2021-04-08,2021,4,Apr,Ghee,Ghee 15kg Tin,30.0,16355.0
2021-04-08,2021,4,Apr,Ghee,Ghee 2 Ltr Tin,21.6,12110.77
2021-04-08,2021,4,Apr,Ghee,Ghee 200ml Pet,141.84,86937.62
2021-04-08,2021,4,Apr,Ghee,Ghee 500ml Pet,253.8,149913.3
2021-04-08,2021,4,Apr,Ghee,Ghee 100ml Botls,113.67,72365.55
2021-04-08,2021,4,Apr,UHT Milk,Uht Milk 500ml,48.0,2572.78
2021-04-08,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 20 G,2.64,1135.23
2021-04-09,2021,4,Apr,Butter,Desi Cooking Butter 500gm(Carton),4.5,2073.23
2021-04-09,2021,4,Apr,Butter,Desi Cooking Butter 100gm(Tub),5.0,2354.22
2021-04-09,2021,4,Apr,Butter,Desi Cooking Butter 200g(Tub),3.0,1363.72
2021-04-09,2021,4,Apr,UHT Milk,Uht Milk 500ml,60.0,3216.0
2021-04-09,2021,4,Apr,UHT Milk,D'Lite Milk 180 Ml,18.0,1250.0
2021-04-09,2021,4,Apr,Ghee,Ghee 500ml Pet,751.05,440544.64
2021-04-09,2021,4,Apr,Ghee,Ghee 200ml Pet,369.72,225498.98
2021-04-09,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 200 G,1.2,489.6
2021-04-09,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 500 G,1.0,378.0
2021-04-09,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 20 G,0.24,103.21
2021-04-09,2021,4,Apr,Palada,Palada Mix 200gm,494.8,132314.68
2021-04-09,2021,4,Apr,Palada,Palada Pradhaman 200g,30.0,5626.69
2021-04-09,2021,4,Apr,Ghee,Ghee 100ml Botls,324.45,204988.22
2021-04-09,2021,4,Apr,UHT Milk,Uht Milk Double Toned 450 Ml,97.2,4708.84
2021-04-09,2021,4,Apr,Ghee,Ghee 50ml Pet,45.5,30620.1
2021-04-09,2021,4,Apr,Ghee,Biriyani Ghee 5 Ltr Jar,49.5,27282.33
2021-04-09,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,130.5,73845.21
2021-04-09,2021,4,Apr,Ghee,Ghee 15kg Tin,3045.0,1524936.84
2021-04-09,2021,4,Apr,Ghee,Ghee 2 Ltr Tin,77.4,43355.98
2021-04-09,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,47.7,27200.65
2021-04-10,2021,4,Apr,Ghee,Ghee 100ml Botls,175.5,111509.68
2021-04-10,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 500 G,3.0,1134.0
2021-04-10,2021,4,Apr,Ghee,Ghee 500ml Pet,500.4,294160.59
2021-04-10,2021,4,Apr,Ghee,Ghee 200ml Pet,307.98,188664.63
2021-04-10,2021,4,Apr,Ghee,Ghee 1 Ltr Pet,37.8,21420.8
2021-04-10,2021,4,Apr,Ghee,Ghee 50ml Pet,89.91,60938.03
2021-04-10,2021,4,Apr,UHT Milk,D'Lite Milk 180 Ml,9.0,625.0
2021-04-10,2021,4,Apr,Butter,Desi Cooking Butter 200g(Tub),0.2,90.92
2021-04-10,2021,4,Apr,UHT Milk,Uht Milk 500ml,84.0,4502.35
2021-04-10,2021,4,Apr,Butter,Desi Cooking Butter 500gm(Carton),2.0,919.59
2021-04-10,2021,4,Apr,UHT Milk,Uht Milk Double Toned 450 Ml,32.4,1569.62
2021-04-10,2021,4,Apr,Palada,Palada Mix 200gm,242.6,64841.85
2021-04-10,2021,4,Apr,Palada,Palada Pradhaman 200g,8.0,1500.0
2021-04-10,2021,4,Apr,Milk Powder,Day To Day Dairy Whitener - 200 G,0.8,326.4
2021-04-10,2021,4,Apr,Butter,Desi Cooking Butter 100gm(Tub),6.8,3187.39
2021-04-11,2021,4,Apr,Butter,Desi Cooking Butter 100gm(Tub),3.8,1803.37
2021-04-11,2021,4,Apr,Butter,Desi Cooking Butter 200g(Tub),1.4,630.77
2021-04-11,2021,4,Apr,Butter,Desi Cooking Butter 500gm(Carton),5.0,2319.46
2021-04-11,2021,4,Apr,Ghee,Ghee 100ml Botls,49.95,31732.41
